_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material,gold
822603,6263,3145,21,Bayliner.210 Deck Boat,The Advantaged Yacht Charters and Sales,"Miami, Florida",2013,35000,Fiberglass,21,Bayliner 210 Deck Boat,"The Advantaged Yacht Charters and Sales
   ","Miami, FL",2013,35000,Fiberglass,0
826321,6272,3137,21,Monterey.217 Blackfin,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,21,Monterey 217 Blackfin,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass,0
827161,6274,3149,21,Robalo.R207 Dual Console,The Nautic Group,"Kemah / Houston, Texas",2017,Request Price,Fiberglass,21,Robalo R200 Center Console,"The Nautic Group
   ","Kemah / Houston, TX",2017,Call for Price,Fiberglass,0
829233,6279,3151,21,Robalo.R207 Dual Console,Waterfront Marine Yacht Sales,SOMERS POINT,2017,48402,Fiberglass,21,Robalo R207 Dual Console,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2017,48332,Fiberglass,0
843736,6314,3166,21,Larson.Senza 206,North Shore Sales,"Spring Lake, Michigan",2007,23900,Fiberglass,21,Larson Senza 206,"North Shore Sales
   ","Spring Lake, MI",2007,23900,Fiberglass,0
858029,2403,1506,24,Scout.245 Dorado,"SEVEN SEAS YACHT SALES, INC.","Ft. Lauderdale, Florida",2016,Request Price,Composite,24,Scout 245 Dorado,"SEVEN SEAS YACHT SALES, INC.
   ","Ft. Lauderdale, FL",2016,Call for Price,Composite,0
859433,2406,1517,24,Chaparral.244 Sunesta,Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB,"Kenosha, Wisconsin",2010,47900,Fiberglass,24,Chaparral 244 Sunesta,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ","Kenosha, WI",2010,47900,Fiberglass,0
881067,2452,1716,24,Regal.24 FasDeck RX,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,24,Regal 2300 RX Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,0
885099,2461,1554,24,Sea Ray.240 Sundeck,Hall Marine Group-Sea Ray of Columbia,United States,2011,41000,Fiberglass,24,Sea Ray 240 Sundeck,"Hall Marine Group
   ",United States,2011,41000,Fiberglass,0
904215,2502,1564,24,Bayliner.245 Bowrider,"Baltimore Boating Center, LLC","Baltimore/Essex, Maryland",2007,24900,Fiberglass,24,Bayliner 245 Bowrider,"Baltimore Boating Center, LLC
   ","Baltimore/Essex, MD",2007,24900,Fiberglass,0
949918,2600,1599,24,Chaparral.246 SCI,Blue Marlin Boats,"Seaford, New York",2006,29990,Ferro-Cement,24,Chaparral 246 SCI,"Blue Marlin Boats
   ","Seaford, NY",2006,29990,Ferro-Cement,0
963442,2629,1609,24,Cobalt.240 Open Bow,Pettingill Yachts,"NEWPORT BEACH, California",2003,34000,Fiberglass,24,Cobalt 240 Open Bow,"Pettingill Yachts
   ","NEWPORT BEACH, CA",2003,34000,Fiberglass,0
973715,2651,1630,24,Crownline.E4 XS,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,24,Crownline E4 XS,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
978855,2662,1644,24,Edgewater.248 CX,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,24,Edgewater 248 CX,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass,0
980255,2665,1646,24,Edgewater.248 CX,Bosun Marine,"Mashpee, Massachusetts",2017,Request Price,Fiberglass,24,Edgewater 248 CX,"Bosun Marine
   ","Mashpee, MA",2017,Call for Price,Fiberglass,0
981181,2667,1640,24,Edgewater.248 CX,Bosun Marine,"On Order, Massachusetts",2017,Request Price,Fiberglass,24,Edgewater 248 CX,"Bosun Marine
   ","On Order, MA",2017,Call for Price,Fiberglass,0
992848,2692,1657,24,Formula.240 Bowrider,Boats of Dallas,"St. Augustine, Florida",2015,62999,Fiberglass,24,Formula 240 Bowrider,"Boats of Dallas
   ","St. Augustine, FL",2015,62999,Fiberglass,0
994700,2696,1645,24,Four Winns.240 Horizon,Tern Harbor Marina,"Hingham, Massachusetts",2006,34900,Fiberglass,24,Four Winns 240 Horizon,"Tern Harbor Marina LLC
   ","Hingham, MA",2006,34900,Fiberglass,0
1017759,2745,1871,24,Hurricane.2400 SUNDECK,Wye River Marine,"Kent Island, Maryland",2016,59900,Fiberglass,24,Sea Ray SunDeck,"Long Island Marine Group
   ","Long Island , NY",2016,64900,Fiberglass,0
1025740,2762,1930,24,Yamaha Marine.24 FT 242 Limited S E-Series,Beacon Light Marina,"Middle River, Maryland",2016,67600,Fiberglass,24,Yamaha Marine 24 FT 242 Limited S E-Series,"Beacon Light Marina
   ","Middle River, MD",2016,67600,Fiberglass,0
1059692,2835,1864,24,Sea Ray.SDX 240,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2017,Request Price,Fiberglass,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Ship Bottom, NJ",2017,Call for Price,Fiberglass,0
1071345,2860,1867,24,Sea Ray.SDX 240,MarineMax Orlando,"Orlando, Florida",2017,Request Price,Fiberglass,24,Sea Ray SDX 240,"MarineMax Inc.
   ","Orlando, FL",2017,Call for Price,Fiberglass,0
1079641,2878,1774,24,Sea Ray.240 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2016,Request Price,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Lake Hopatcong, NJ",2016,Call for Price,Fiberglass,0
1085713,2891,1788,24,Sea Ray.240 Sundeck,MarineMax Miami,"Miami, Florida",2016,Request Price,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Miami, FL",2016,Call for Price,Fiberglass,0
1087633,2895,1844,24,Sea Ray.240 Sundeck Outboard,MarineMax Warwick,"Warwick, Rhode Island",2016,Request Price,Fiberglass,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Warwick, RI",2016,Call for Price,Fiberglass,0
1090883,2902,1832,24,Sea Ray.240 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,24,Sea Ray 240 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,,Fiberglass,0
1093231,2907,1851,24,Sea Ray.240 Sundeck,MarineMax Long Island,"Lindenhurst, New York",2015,Request Price,Fiberglass,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2015,Call for Price,Fiberglass,0
1095095,2911,1851,24,Sea Ray.240 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2015,Request Price,Fiberglass,24,Sea Ray 240 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2015,Call for Price,Fiberglass,0
1095493,2912,1782,24,Sea Ray.240 Sundeck,"Temptation Yacht Sales, Inc","St. Clair Shores, Michigan",2014,57900,Fiberglass,24,Sea Ray 240 Sundeck,"Temptation Yacht Sales, Inc
   ","St. Clair Shores, MI",2014,57900,Fiberglass,0
1096894,2915,1785,24,Sea Ray.240 Sundeck,MarineMax Miami,"Miami, Florida",2015,59900,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Miami, FL",2015,59900,Fiberglass,0
1097843,2917,1802,24,Sea Ray.240 Sundeck,MarineMax Venice,"Venice, Florida",2008,31000,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Venice, FL",2008,31000,Fiberglass,0
1106245,2935,1816,24,Sea Ray.240 Sundeck,MarineMax Somers Point,"Somers Point, New Jersey",2007,28875,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Somers Point, NJ",2007,28875,Fiberglass,0
1114628,2953,1811,24,Sea Ray.240 Sundeck,MarineMax Palm Beach at PGA Marina,"Palm Beach Gardens, Florida",2005,22995,Fiberglass,24,Sea Ray 240 Sundeck,"MarineMax Inc.
   ","Palm Beach Gardens, FL",2005,22995,Fiberglass,0
1118821,2962,1810,24,Sea Ray.240 Sundeck,Boat Brokers LKN,"Cornelius, North Carolina",2004,29900,Fiberglass,24,Sea Ray 240 Sundeck,"Boat Brokers LKN
   ","Cornelius, NC",2004,29900,Fiberglass,0
1122973,2971,1768,24,Sea Ray.240 Overnighter,Legendary Marine Ft. Walton Beach,"Fort Walton Beach, Florida",1995,14995,Fiberglass,24,Sea Ray 240 Overnighter,"Legendary Marine
   ","Fort Walton Beach, FL",1995,14995,Fiberglass,0
1126292,2978,1825,24,Sea Ray.240 Sundeck,Admiral Yacht Sales,"JACKSONVILLE, Florida",2000,16500,Fiberglass,24,Sea Ray 240 Sundeck,"Admiral Yacht Sales
   ","JACKSONVILLE, FL",2000,16500,Fiberglass,0
1132245,2991,1720,24,Regal.2300 RX Surf,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,24,Regal 2300 RX Surf,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,0
1149961,3029,1728,24,Regal.24 Fasdeck,Sundance Jensen,"Jensen Beach , Florida",2016,Request Price,Fiberglass,24,Regal 24 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass,0
1150898,3031,1733,24,Regal.24 Fasdeck,Sundance Marine USA,"Pompano Beach, Florida",2017,Request Price,Fiberglass,24,Regal 24 FasDeck,"Sundance Marine USA
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass,0
1156020,3042,1729,24,Regal.24 Fasdeck,MarineMax Jacksonville at Beach Marine,"Jacksonville, Florida",2015,54900,Fiberglass,24,Regal 24 FasDeck,"MarineMax Inc.
   ","Jacksonville, FL",2015,54900,Fiberglass,0
1164410,3060,1731,24,Rinker.246 Captiva Bowrider,Hideaway Yacht Sales,United States,2015,49900,Fiberglass,24,Rinker 246 Captiva Bowrider,"Hideaway Yacht Sales
   ",United States,2015,49900,Fiberglass,0
1186478,3107,1898,24,Vip.Vindicator 2440 Bowrider,"Dave D'Onofrio Yacht Sales, LLC.","Naples, Florida",1998,16995,Fiberglass,24,VIP Vindicator 2440 Bowrider,"Dave D'Onofrio Yacht Sales, LLC.
   ","Naples, FL",1998,16995,Fiberglass,0
1195355,3126,1921,24,Yamaha.242 Limited S,Hall Marine Group-Sea Ray of Savannah,United States,2017,Request Price,Fiberglass,24,Yamaha 242 Limited SE,"Hall Marine Group
   ",United States,2017,,Fiberglass,0
1234021,3209,1909,24,Yamaha.242 Limited S,Cast Off Yacht Sales,"Forked River, New Jersey",2012,39997,Fiberglass,24,Yamaha 242 Limited S,"Cast Off Yacht Sales
   ","Forked River, NJ",2012,39997,Fiberglass,0
1266184,3278,1918,24,Yamaha.SX240 HO,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,49999,Fiberglass,24,Yamaha SX240 HO,"Twin City Marine, Inc.
   ","Central Falls, RI",2016,49999,Fiberglass,0
1342489,3436,1981,23,Axis.T23 Salt Package,Tilly's Marine - Norco,"Norco, California",2016,Request Price,Fiberglass,23,Axis T23 Salt Package,"Tilly's Marine
   ","Norco, CA",2016,Call for Price,Fiberglass,0
1371305,3519,2001,23,GEKKO SPORTS CORP.Revo 7.1,The Nautic Group,"Kemah, Texas",2015,Request Price,Fiberglass,23,GEKKO SPORTS CORP Revo 7.1,"The Nautic Group
   ","Kemah, TX",2015,Call for Price,Fiberglass,0
1377298,3535,2010,23,Regal.23 OBX,Strong's Marine,"Mattituck, New York",2016,Request Price,Fiberglass,23,Regal 23 OBX,"Strong's Marine
   ","Mattituck, NY",2016,Call for Price,Fiberglass,0
1377668,3536,2006,23,Regal.23 OBX,Sheltered Cove Marina,"Tuckerton, New Jersey",2017,Request Price,Fiberglass,23,Regal 23 OBX,"Sheltered Cove Marina
   ","Tuckerton, NJ",2017,Call for Price,Fiberglass,0
1402019,3601,2047,23,Chaparral.230 Suncoast 119H,Longshore Boats,"Charleston, South Carolina",2017,69139,Fiberglass,23,Chaparral 230 Suncoast 119H,"Longshore Boats
   ","Charleston, SC",2017,69139,Fiberglass,0
1402386,3602,2040,23,Chaparral.230 Suncoast 118H,Longshore Boats,"Charleston, South Carolina",2017,64304,Fiberglass,23,Chaparral 230 Suncoast 118H,"Longshore Boats
   ","Charleston, SC",2017,64304,Fiberglass,0
1403866,3606,2024,23,Chaparral.227 SSX,A & S Boats,"South Windsor, Connecticut",2017,Request Price,Fiberglass,23,Chaparral 227 SSX,"A & S Boats
   ","South Windsor, CT",2017,Call for Price,Fiberglass,0
1431576,3680,2058,23,Cobalt. R3 Bowrider ,"Marine Sales of Pickwick, LLC","Counce, Tennessee",2015,Request Price,Fiberglass,23,Cobalt R3 WSS,"Marine Sales of Pickwick, LLC
   ","Counce, TN",2015,Call for Price,Fiberglass,0
1464882,3769,2078,23,Grady-White.Freedom 235,Comstock Yacht Sales & Marina,"BRICK, New Jersey",2017,Request Price,Fiberglass,23,Grady-White Freedom 235,"Comstock Yacht Sales & Marina
   ","BRICK, NJ",2017,Call for Price,Fiberglass,0
1480621,3811,2109,23,Malibu.Wakesetter 23 LSV,Tilly's Marine - Norco,"Norco, California",2017,Request Price,Fiberglass,23,Malibu Wakesetter 23 LSV,"Tilly's Marine
   ","Norco, CA",2017,Call for Price,Fiberglass,0
1483991,3820,2113,23,Malibu.Wakesetter 23 LSV,Tilly's Marine - Norco,"Norco, California",2017,Request Price,Fiberglass,23,Malibu Wakesetter 23 LSV,"Tilly's Marine
   ","Norco, CA",2017,Call for Price,Fiberglass,0
1509425,3888,2115,23,Maxum.2300 SR,Boat America,"St. Petersburg, Florida",1999,9900,Fiberglass,23,Maxum 2300 SR,"Boat America
   ","St. Petersburg, FL",1999,9900,Fiberglass,0
1516170,3906,2128,23,Monterey.234 Fs,Ocean Beach Marine Centers (Lavallette),"Lavallette, New Jersey",2007,28250,Fiberglass,23,Monterey 234 FS,"Ocean Beach Marine Centers
   ","Lavallette, NJ",2007,28250,Fiberglass,0
1539007,3967,2151,23,Pursuit.235 Dual Console,MarineMax Venice,"Venice, Florida",2015,74900,Fiberglass,23,Pursuit 235 Dual Console,"MarineMax Inc.
   ","Venice, FL",2015,74900,Fiberglass,0
1550312,3997,2236,23,Sea Ray.SLX 230,MarineMax Rogers,"Rogers, Minnesota",2017,Request Price,Fiberglass,23,Sea Ray SLX 230,"MarineMax Inc.
   ","Rogers, MN",2017,Call for Price,Fiberglass,0
1563884,4033,2344,23,Sea Ray.230 SLX,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,,Fiberglass,0
1563889,4033,2354,23,Sea Ray.230 SLX,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,,Fiberglass,0
1575361,4064,2227,23,Sea Ray.230 Sundeck,Hall Marine Yacht Brokerage,"Charleston, South Carolina",2008,29900,Fiberglass,23,Sea Ray 230 Sundeck,"Hall Marine Group
   ","Charleston, SC",2008,29900,Fiberglass,0
1577581,4070,2203,23,Sea Ray.230 Cuddy,MarineMax Lake Hopatcong,"Lake Hopatcong, New Jersey",1991,9995,Fiberglass,23,Sea Ray 230 Cuddy,"MarineMax Inc.
   ","Lake Hopatcong, NJ",1991,9995,Fiberglass,0
1579405,4075,2157,23,Regal.23 OBX,Sundance Marine USA,"Pompano Beach, Florida",2017,Request Price,Fiberglass,23,Regal 23 OBX,"Sundance Marine USA
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass,0
1584645,4089,2161,23,Regal.2300 Regal,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,23,Regal 2300,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,0
1584650,4089,2166,23,Regal.2300 Regal,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,23,Regal 2300 RX Surf,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,0
1595970,4119,2266,23,Stingray.234 LR,Sundance Marine USA,"Fort Lauderdale, Florida",2017,Request Price,Fiberglass,23,Stingray 234 LR,"Sundance Marine USA
   ","Fort Lauderdale, FL",2017,,Fiberglass,0
1661128,4293,2353,23,Crownline.Eclipse E2,"Marine Sales & Service, Inc.","Louisville, Kentucky",2016,Request Price,Fiberglass,23,Crownline Eclipse E2,"Marine Sales & Service
   ","Louisville, KY",2016,Call for Price,Fiberglass,0
1663361,4299,2337,23,Crownline.Eclipse E2,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,23,Crownline Eclipse E2,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
1666360,4308,2344,23,Sea Ray.220 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,,Fiberglass,0
1669724,4317,2342,23,Sea Ray.220 Sundeck,Hall Marine Group,United States,2016,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Hall Marine Group
   ",United States,2016,,Fiberglass,0
1671304,94,107,34,Sea Ray.340 Express Cruiser,Krenzer Marine,"Sodus Point, New York",1988,26900,Fiberglass,34,Sea Ray 340 Express,"Krenzer Marine
   ","Sodus Point, NY",1988,26900,Fiberglass,0
1671911,120,119,33,Formula.330 CBR,Lakeside Formula,United States,2017,Request Price,Fiberglass,33,Formula 330 CBR,"Lakeside Formula
   ",United States,2017,Call for Price,Fiberglass,0
1673874,165,146,32,Monterey.328 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,32,Monterey 328 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass,0
1674953,183,163,32,Crownline.320 LS,WORLDWIDE YACHT SALES INC.,"Cape Coral, Florida",2006,49008,Fiberglass,32,Crownline 320 LS,"WORLDWIDE YACHT SALES INC.
   ","Cape Coral, FL",2006,49008,Fiberglass,0
1675131,186,164,32,Crownline.320 LS,United Yacht Sales - New York,"Long Island, New York",2008,84900,Fiberglass,32,Crownline 320 LS,"United Yacht Sales
   ","Long Island, NY",2008,84900,Fiberglass,0
1675252,188,167,32,Chris-Craft.Launch 32,Grande Yachts International - Deerfield,"Deerfield Beach, Florida",2016,Request Price,Fiberglass,32,Chris-Craft Launch 32,"Grande Yachts International
   ","Deerfield Beach, FL",2016,Call for Price,Fiberglass,0
1677105,219,191,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass,0
1677334,223,184,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass,0
1677759,230,197,32,Regal.3200 Bowrider,Sundance Marine USA,"Jensen Beach, Florida",2016,Request Price,Fiberglass,32,Regal 3200 Bowrider,"Sundance Marine USA
   ","Jensen Beach, FL",2016,Call for Price,Fiberglass,0
1680395,267,228,31,Formula.310 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,31,Formula 310 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,0
1680470,268,224,31,Formula.310 BR,Dry Harbour Marine,United States,2017,225244,Fiberglass,31,Formula 310 BR,"Sales at Dry Harbour Marine
   ",United States,2017,225244,Fiberglass,0
1682286,291,223,31,Formula.310 Bowrider,East Shore Marine,"Long Island , New York",2008,75000,Fiberglass,31,Formula 310 Bowrider,"East Shore Marine
   ","Long Island , NY",2008,75000,Fiberglass,0
1682454,293,233,31,Four Winns. H-310,Quality Boats,"Clearwater, Florida",2013,139900,Fiberglass,31,Four Winns H-310,"Quality Boats
   ","Clearwater, FL",2013,139900,Fiberglass,0
1682628,295,249,31,Sea Ray.SLX 310,MarineMax Grand Lake,"Afton, Oklahoma",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Afton, OK",2017,Call for Price,Fiberglass,0
1682790,297,253,31,Sea Ray.SLX 310,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Lake Ozark, MO",2017,Call for Price,Fiberglass,0
1683816,310,252,31,Sea Ray.SLX 310,MarineMax Somers Point,"Somers Point, New Jersey",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Somers Point, NJ",2017,Call for Price,Fiberglass,0
1687224,353,288,30,Chaparral.307 SSX,Amity Harbor Marine Inc,"Amityville, New York",2016,Request Price,Fiberglass,30,Chaparral 307 SSX,"Amity Harbor Marine Inc
   ","Amityville, NY",2016,Call for Price,Fiberglass,0
1689956,385,301,30,Crownline.305 SS Bow Rider,"Ozark Yacht Brokers, Inc.","Lake Ozark, Missouri",2012,89900,Fiberglass,30,Crownline 305 SS Bow Rider,"Ozark Yacht Brokers, Inc.
   ","Lake Ozark, MO",2012,89900,Fiberglass,0
1691609,404,339,30,Sea Ray.300 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2012,69800,Fiberglass,30,Sea Ray 300 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2012,69800,Fiberglass,0
1692537,415,332,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2011,99500,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2011,99500,Fiberglass,0
1692797,418,337,30,Sea Ray.300 SLX,Naples Yacht Brokerage,"Naples, Florida",2013,129000,Fiberglass,30,Sea Ray 300 SLX,"Naples Yacht Brokerage
   ","Naples, FL",2013,129000,Fiberglass,0
1692952,420,322,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,89500,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,89500,Fiberglass,0
1693122,422,322,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,84800,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,89500,Fiberglass,0
1693412,425,357,30,Four Winns.H290,Boater's Landing,"Ft.Myers, Florida",2017,Request Price,Fiberglass,30,Four Winns H290,"Boater's Landing
   ","Ft.Myers, FL",2017,Call for Price,Fiberglass,0
1694525,438,369,30,Sea Ray.300 SLX,Hall Marine Group-Sea Ray of Charleston,United States,2013,149900,Fiberglass,30,Sea Ray 300 SLX,"Hall Marine Group
   ",United States,2013,149900,Fiberglass,0
1695897,454,377,29,Sea Ray.290 Sundeck,Hall Marine Group,United States,2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"Hall Marine Group
   ",United States,2016,,Fiberglass,0
1717125,576,430,29,Pursuit.DC 295,"Ocean Blue Yacht Sales, LLC.","Southeast, Florida",2017,Request Price,Fiberglass,29,Pursuit DC 295,"Ocean Blue Yacht Sales, LLC.
   ","Southeast, FL",2017,Call for Price,Fiberglass,0
1719812,591,492,29,Sea Ray.290 Sundeck Outboard,MarineMax Port Clinton,"Port Clinton, Ohio",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Port Clinton, OH",2016,Call for Price,Fiberglass,0
1721899,603,479,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass,0
1725217,622,472,29,Sea Ray.290 Sundeck,InterMarine,"Fort Lauderdale, Florida",2008,39900,Fiberglass,29,Sea Ray 290 Sundeck,"InterMarine
   ","Fort Lauderdale, FL",2008,39900,Fiberglass,0
1726083,627,463,29,Sea Ray.290 Sundeck,On The Dock Yacht Sales,"Fort Myers, Florida",2008,59900,Fiberglass,29,Sea Ray 290 Sundeck,"On The Dock Yacht Sales
   ","Fort Myers, FL",2008,59900,Fiberglass,0
1726776,631,456,29,Sea Ray.290 Select EX,Sovereign Marine Group,Stuart,2005,48900,Fiberglass,29,Sea Ray 290 Select EX,"Sovereign Marine Group
   ","Stuart, United States",2005,48900,Fiberglass,0
1727817,637,447,29,Sea Ray.290 Bowrider,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2003,34900,Fiberglass,29,Sea Ray 290 Bowrider,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2003,34900,Fiberglass,0
1735584,688,514,29,Sea Ray.270 Select EX,Rex Marine Yacht Sales,"Norwalk, Connecticut",2005,29900,Fiberglass,29,Sea Ray 270 Select EX,"Rex Marine Yacht Sales
   ","Norwalk, CT",2005,29900,Fiberglass,0
1751736,1031,734,27,Sea Ray.270 Sundeck,Hall Marine Yacht Brokerage,"Charleston, South Carolina",2015,84900,Fiberglass,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ","Charleston, SC",2015,84900,Fiberglass,0
1751991,1032,739,27,Sea Ray.270 Sundeck,Hall Marine Group,United States,2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2016,,Fiberglass,0
1752741,1035,739,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck Outboard,"Hall Marine Group
   ",United States,2016,,Fiberglass,0
1774793,1123,791,27,Formula.270 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2017,Request Price,Fiberglass,27,Formula 270 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2017,Call for Price,Fiberglass,0
1788405,1177,903,27,Sea Ray.SDX 270 OB,MarineMax Pensacola,"Pensacola, Florida",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Pensacola, FL",2017,Call for Price,Fiberglass,0
1788910,1179,908,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017,Call for Price,Fiberglass,0
1789895,1183,893,27,Sea Ray.SDX 270,MarineMax Houston,"Seabrook, Texas",2017,Request Price,Fiberglass,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Seabrook, TX",2017,Call for Price,Fiberglass,0
1790149,1184,897,27,Sea Ray.SDX 270,MarineMax Westbrook,"Westbrook, Connecticut",2017,Request Price,Fiberglass,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Westbrook, CT",2017,Call for Price,Fiberglass,0
1790892,1187,890,27,Sea Ray.SDX 270,MarineMax Dallas,"Lewisville, Texas",2017,Request Price,Fiberglass,27,Sea Ray SDX 270,"MarineMax Inc.
   ","Lewisville, TX",2017,Call for Price,Fiberglass,0
1791400,1189,898,27,Sea Ray.SDX 270 OB,MarineMax Naples,"Naples, Florida",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Naples, FL",2017,Call for Price,Fiberglass,0
