_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material,gold
2073944,2208,1403,25,Sea Ray.250 Select,MarineMax Norwalk,"Norwalk, Connecticut",2013,68595,Fiberglass,25,Sea Ray 250 Select,"MarineMax Inc.
   ","Norwalk, CT",2013,68595,Fiberglass,1
2072155,2201,1406,25,Sea Ray.250 Select,MarineMax Grand Lake,"Afton, Oklahoma",2007,44900,Fiberglass,25,Sea Ray 250 Select,"MarineMax Inc.
   ","Afton, OK",2007,44900,Fiberglass,1
2071406,2198,1425,25,Sea Ray.250 SLX,Milius Marine,"East Hampton, New York",2012,49900,Fiberglass,25,Sea Ray 250 SLX,"Milius Marine
   ","East Hampton, NY",2012,49900,Fiberglass,1
2058045,2146,1376,25,Malibu.Wakesetter 25 LSV,Boulder Boats,"Henderson, Nevada",2016,Request Price,Fiberglass,25,Malibu Wakesetter 25 LSV,"Boulder Boats
   ","Henderson, NV",2016,Call for Price,Fiberglass,1
2051371,2120,1358,25,Larson.Escape 254 Deck Boat,Key Harbor Yacht Sales,"Waretown, New Jersey",2007,24900,Fiberglass,25,Larson 254 ESCAPE,"Key Harbor Yacht Sales
   ","Waretown, NJ",2007,24900,Fiberglass,1
2041373,2081,1344,25,Cobalt.R5 WSS Surf,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2016,Request Price,Fiberglass,25,Cobalt R5 WSS Surf,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2016,Call for Price,Fiberglass,1
2025218,2018,1317,25,Chris-Craft.Launch 25,Grande Yachts International - Grasonville,"Grasonville, Maryland",2017,Request Price,Fiberglass,25,Chris-Craft Launch 25,"Grande Yachts International
   ","Grasonville, MD",2017,Call for Price,Fiberglass,1
2023682,2012,1317,25,Chris-Craft.Capri 25,Grande Yachts International - Grasonville,"Grasonville, Maryland",2017,Request Price,Fiberglass,25,Chris-Craft Launch 25,"Grande Yachts International
   ","Grasonville, MD",2017,Call for Price,Fiberglass,1
2023418,2011,1309,25,Chris-Craft.Capri 25,Grande Yachts International - Deerfield,"Deerfield Beach, Florida",2017,Request Price,Fiberglass,25,Chris-Craft Launch 25,"Grande Yachts International
   ","Deerfield Beach, FL",2017,Call for Price,Fiberglass,1
2023159,2010,1306,25,Chris-Craft.Capri 25,Grande Yachts International - Deerfield,"Deerfield Beach, Florida",2017,Request Price,Fiberglass,25,Chris-Craft Capri 25,"Grande Yachts International
   ","Deerfield Beach, FL",2017,Call for Price,Fiberglass,1
2022923,2009,1326,25,Chris-Craft.Launch 25,Dave Bofill,"Southampton, New York",2017,Request Price,Fiberglass,25,Chris-Craft Launch 25,"Dave Bofill Marine, Inc
   ","Southampton, NY",2017,Call for Price,Fiberglass,1
2021856,2005,1283,25,Chaparral.256 SSi,Great Southern Yacht Company,"Destin, Florida",2005,38900,Fiberglass,25,Chaparral 256 SSi,"Great Southern Yacht Company
   ","Destin, FL",2005,38900,Fiberglass,1
2014165,1975,1272,25,Chaparral.250 Suncoast,Amity Harbor Marine Inc,"Amityville, New York",2016,76998,Fiberglass,25,Chaparral 250 Suncoast,"Amity Harbor Marine Inc
   ","Amityville, NY",2016,76998,Fiberglass,1
2000591,1916,1266,25,Regal.2520 FasDeck,Annapolis Boat Sales,"Chester, Maryland",2011,49999,Fiberglass,25,Regal 2520 FasDeck,"ANNAPOLIS BOAT SALES
   ","Chester, MD",2011,49999,Fiberglass,1
1964365,1798,1209,26,VANQUISH.26 Dual Console,East Coast Yacht Sales - RI,"Bourne, Massachusetts",2015,139900,Fiberglass,26,VANQUISH 26 Dual Console,"East Coast Yacht Sales
   ","Bourne, MA",2015,139900,Fiberglass,1
1958096,1777,1156,26,Regal.2500 Regal,Sheltered Cove Marina,"Tuckerton, New Jersey",2017,Request Price,Fiberglass,26,Regal 2500,"Sheltered Cove Marina
   ","Tuckerton, NJ",2017,Call for Price,Fiberglass,1
1952773,1759,1161,26,Sea Ray.260 Bow Rider,"Pickwick Yacht Brokers, LLC","Pickwick Lake, Tennessee",1997,19900,Fiberglass,26,Sea Ray 260 Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",1997,24900,Fiberglass,0
1951282,1754,1150,26,Regal.2400 Bowrider,"Lowes Marine Sales, Inc.","Marco Island, Florida",2007,29900,Fiberglass,26,Regal 2400 Bowrider,"Lowe's Boat & Yacht Brokerage
   ","Marco Island, FL",2007,29900,Fiberglass,1
1944496,1731,1172,26,Sea Ray.260 Sundeck,Knoxville Yacht Sales,"Rutledge, Tennessee",2010,54500,Fiberglass,26,Sea Ray 260 Sundeck,"Knoxville Yacht Sales
   ","Rutledge, TN",2010,54500,Fiberglass,1
1940021,1716,1137,26,Pursuit.265 DC,Strong's Marine,"MATTITUCK, New York",2011,105900,Fiberglass,26,Pursuit 265 DC,"Strong's Marine
   ","MATTITUCK, NY",2011,105900,Fiberglass,1
1937383,1707,1163,26,Sea Ray.250 SLX Executive 8.2 DTS,"Lowes Marine Sales, Inc.","Naples, Florida",2012,59995,Fiberglass,26,Sea Ray 250 SLX Executive 8.2 DTS,"Lowe's Boat & Yacht Brokerage
   ","Naples, FL",2012,59995,Fiberglass,1
1912750,1624,1098,26,Four Winns.260 Horizon,Power Yachts International,"Cape coral, Florida",2011,49900,Composite,26,Four Winns 260 Horizon,"Power Yachts International
   ","Cape coral, FL",2011,49900,Composite,1
1899405,1579,1073,26,Cobalt.26SD WSS,"Marine Sales of Pickwick, LLC","COUNCE, Tennessee",2016,Request Price,Fiberglass,26,Cobalt 26SD WSS,"Marine Sales of Pickwick, LLC
   ","COUNCE, TN",2016,Call for Price,Fiberglass,1
1888148,1541,1064,26,Chris-Craft.Calypso 26,Legendary Marine Destin,"Destin, Florida",2016,Request Price,Fiberglass,26,Chris-Craft Calypso 26,"Legendary Marine
   ","Destin, FL",2016,Call for Price,Fiberglass,1
1852573,1421,1009,26,Regal.2500 Regal,Grand Bay Marine,"Traverse City, Michigan",2011,62900,Fiberglass,26,Regal 2500,"Grand Bay Marine
   ","Traverse City, MI",2011,62900,Fiberglass,1
1852262,1420,994,26,Crownline.Eclipse E6 XS,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2017,Request Price,Fiberglass,26,Crownline Eclipse E6,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2017,1,Fiberglass,0
1845763,1398,1007,26,Sea Ray.260 Sundeck,"Easy Sale USA, LLC","Miami, Florida",2010,43500,Fiberglass,26,Sea Ray 260 Sundeck,"Easy Sale
   ","Miami, FL",2010,43500,Fiberglass,1
1841301,1383,985,26,Sea Ray.240 Sundeck,Hall Marine Group-Sea Ray of Charleston,United States,2007,31995,Fiberglass,26,Sea Ray 240 Sundeck,"Hall Marine Group
   ",United States,2007,31995,Fiberglass,1
1824179,1320,927,27,Four Winns.HD270,Canary Islands Marine,United States,2016,81900,Fiberglass,27,Four Winns HD270,"Canary Islands Marine
   ",United States,2016,90524,Fiberglass,0
1820939,1307,937,27,Crownline.260 LS,"Yacht Brokers, Inc.","Afton, Minnesota",2006,39900,Fiberglass,27,Crownline 260 LS,"Yacht Brokers, Inc.
   ","Afton, MN",2006,39900,Fiberglass,1
1818163,1296,911,27,Chris-Craft.Launch 25 Heritage Edition,Bates Wharf - Surrey Head Office,Coming to the UK soon...,2017,62049,Fiberglass,27,Chris-Craft Launch 25 Heritage Edition,"Bates Wharf
   ","Coming to the UK soon..., United States",2017,198478,Fiberglass,0
1813567,1278,815,27,Rinker.276 Captiva Bowrider,North Shore Sales,"Spring Lake, Michigan",2014,69900,Fiberglass,27,Rinker 276 Captiva Bowrider,"North Shore Sales
   ","Spring Lake, MI",2014,69900,Fiberglass,1
1796351,1209,849,27,Sea Ray.270 SLX,MarineMax Ft. Myers,"Ft. Myers, Florida",2013,74900,Fiberglass,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Ft. Myers, FL",2013,74900,Fiberglass,1
1795850,1207,848,27,Sea Ray.270 SLX,Brennan Boat Company & Marina,"BRICK, New Jersey",2011,79995,Fiberglass,27,Sea Ray 270 SLX,"Brennan Boat Company & Marina
   ","BRICK, NJ",2011,79995,Fiberglass,1
1795602,1206,850,27,Sea Ray.270 SLX,MarineMax Long Island,"Lindenhurst, New York",2011,69999,Fiberglass,27,Sea Ray 270 SLX,"MarineMax Inc.
   ","Lindenhurst, NY",2011,69999,Fiberglass,1
1794628,1202,876,27,Sea Ray.270 Sundeck,Sea Ray of Cincinnati,"Cincinnati, Ohio",2017,Request Price,Fiberglass,27,Sea Ray 270 Sundeck,"Sea Ray of Cincinnati
   ","Cincinnati, OH",2017,Call for Price,Fiberglass,1
1793394,1197,892,27,Sea Ray.270 Sundeck,MarineMax Westbrook,"Westbrook, Connecticut",2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016,Call for Price,Fiberglass,0
1793358,1197,856,27,Sea Ray.270 Sundeck,MarineMax Westbrook,"Westbrook, Connecticut",2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Westbrook, CT",2016,Call for Price,Fiberglass,1
1792114,1192,862,27,Sea Ray.270 Sundeck,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass,1
1789397,1181,895,27,Sea Ray.SDX 270 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017,Call for Price,Fiberglass,1
1789160,1180,908,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017,Call for Price,Fiberglass,1
1788898,1179,896,27,Sea Ray.SDX 270 OB,MarineMax Gulf Shores,"Gulf Shores, Alabama",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Gulf Shores, AL",2017,Call for Price,Fiberglass,1
1788146,1176,894,27,Sea Ray.SDX 270,MarineMax Sarasota,"Sarasota, Florida",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Sarasota, FL",2017,Call for Price,Fiberglass,0
1787901,1175,899,27,Sea Ray.SDX 270 OB,MarineMax Jacksonville at Beach Marine,"Jacksonville, Florida",2017,Request Price,Fiberglass,27,Sea Ray SDX 270 OB,"MarineMax Inc.
   ","Jacksonville, FL",2017,Call for Price,Fiberglass,1
1778804,1139,802,27,Grady-White.275 Freedom,Anchor Marine,United States,2015,Request Price,Fiberglass,27,Grady-White 275 Freedom,"Anchor Marine
   ",United States,2015,Call for Price,Fiberglass,1
1769538,1102,786,27,Crownline.270 BR akin to Sea Ray SLX,"Intracoastal Yacht Sales of Little River, SC","Charleston, South Carolina",2007,30900,Fiberglass,27,Crownline 270 BR akin to Sea Ray SLX,"Intracoastal Yacht Sales
   ","Charleston, SC",2007,30900,Fiberglass,1
1761014,1068,762,27,Cobalt.272 Bowrider,Denison Yacht Sales - Seattle,"Seattle, Washington",2006,49000,Fiberglass,27,Cobalt 272 Bowrider,"Denison Yacht Sales
   ","Seattle, WA",2006,49000,Fiberglass,1
1754995,1044,743,27,Avalon.Paradise Funship,Waypoint Marine Group,"Seattle/Ballard, Washington",2016,94900,Aluminum,27,Avalon Paradise Funship,"Waypoint Marine Group
   ","Seattle/Ballard, WA",2016,94900,Aluminum,1
1752744,1035,742,27,Sea Ray.270 Sundeck Outboard,Hall Marine Group,United States,2016,Request Price,Fiberglass,27,Sea Ray 270 Sundeck,"Hall Marine Group
   ",United States,2016,1,Fiberglass,0
1749729,1023,727,27,Regal.27 Fasdeck,Strong's Marine,"Mattituck, New York",2012,54995,Fiberglass,27,Regal 27 FasDeck,"Strong's Marine
   ","Mattituck, NY",2012,54995,Fiberglass,1
1732180,662,435,29,Rinker.296 Captiva Bowrider,Commonwealth Boat Brokers,"Ashland, Virginia",2007,35480,Fiberglass,29,Rinker 296 Captiva Bowrider,"Commonwealth Boat Brokers
   ","Ashland, VA",2007,35480,Fiberglass,1
1728163,639,443,29,Sea Ray.290 Select,MarineMax Ft. Myers,"Ft. Myers, Florida",2005,41900,Fiberglass,29,Sea Ray 290 Select,"MarineMax Inc.
   ","Ft. Myers, FL",2005,41900,Fiberglass,1
1727291,634,446,29,Sea Ray.290 Bowrider,"Class Sea Yachts, Inc.","Cape Coral, Florida",2003,37900,Fiberglass,29,Sea Ray 290 Bowrider,"Class Sea Yachts, Inc.
   ","Cape Coral, FL",2003,37900,Fiberglass,1
1725217,622,472,29,Sea Ray.290 Sundeck,InterMarine,"Fort Lauderdale, Florida",2008,39900,Fiberglass,29,Sea Ray 290 Sundeck,"InterMarine
   ","Fort Lauderdale, FL",2008,39900,Fiberglass,1
1723107,610,462,29,Sea Ray.290 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lindenhurst, NY",2016,Call for Price,Fiberglass,0
1721019,598,474,29,Sea Ray.290 Sundeck Outboard,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Ft. Myers, FL",2016,Call for Price,Fiberglass,1
1720874,597,504,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017,Call for Price,Fiberglass,1
1715173,565,403,29,Monterey.288 Super Sport,C-Jam Yacht Sales,"somers point, New Jersey",2013,109900,Fiberglass,29,Monterey 288 Super Sport,"C-Jam Yacht Sales
   ","somers point, NJ",2013,109900,Fiberglass,1
1708876,529,406,29,Formula.290 FX Bowrider,Comstock Yacht Sales & Marina,"Brick, New Jersey",2012,104900,Fiberglass,29,Formula 290 FX Bowrider,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2012,104900,Fiberglass,1
1705539,510,394,29,Formula.290 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,29,Formula 290 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,1
1692613,416,323,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,184057,Fiberglass,0
1692608,416,318,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass,1
1692371,413,336,30,Sea Ray.300 SLX,MarineMax Rogers,"Rogers, Minnesota",2012,112604,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Rogers, MN",2012,112604,Fiberglass,1
1692107,410,327,30,Sea Ray.300 Sundeck,Horizon Marine Center,"Fort Lauderdale, Florida",2011,74900,Fiberglass,30,Sea Ray 300 Sundeck,"Horizon Marine Center
   ","Fort Lauderdale, FL",2011,74900,Fiberglass,1
1690570,392,320,30,Sea Ray.300 SLX,MarineMax Cumming,"Cumming, Georgia",2015,Request Price,Other,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Cumming, GA",2015,Call for Price,Other,1
1688761,371,295,30,Chris-Craft.Calypso 30,Harborside Yacht Sales,"Clinton, Connecticut",2017,Request Price,Fiberglass,30,Chris-Craft Calypso 30,"Harborside Marina
   ","Clinton, CT",2017,Call for Price,Fiberglass,1
1685498,331,275,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass,1
1685182,327,275,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass,1
1684924,324,254,31,Sea Ray.310 Sundancer,MarineMax Long Island,"Lindenhurst, New York",2008,99995,Fiberglass,31,Sea Ray 310 Sundancer,"MarineMax Inc.
   ","Lindenhurst, NY",2008,99995,Fiberglass,1
1684298,316,260,31,Sea Ray.SLX 310 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,Request Price,Fiberglass,31,Sea Ray SLX 310 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass,1
1683728,309,243,31,Monterey.318SS Super Sport,Dallas Boat Sales,"Possum Kingdom Lake, Texas",2008,69000,Fiberglass,31,Monterey 318SS Super Sport,"Dallas Boat Sales
   ","Possum Kingdom Lake, TX",2008,69000,Fiberglass,1
1683089,301,236,31,Four Winns.H310,Frank Gordon Yacht Sales,"Islamorada, Florida",2011,79000,Fiberglass,31,Four Winns H310,"Frank Gordon Yacht Sales
   ","Islamorada, FL",2011,79000,Fiberglass,1
1682856,298,240,31,Pursuit.ST 310 Sport,Williams Yacht Group,United States,2015,Request Price,Fiberglass,31,Pursuit ST 310 Sport,"Williams Yacht Group
   ",United States,2015,Call for Price,Fiberglass,1
1680392,267,225,31,Formula.310 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,31,Formula 310 Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass,0
1679904,261,211,31,Formula.310 Bowrider,Chicago Yacht Works,"Chicago, Illinois",2016,219900,Fiberglass,31,Formula 310 Bowrider,"Chicago Yacht Works
   ","Chicago, IL",2016,219900,Fiberglass,1
1679755,259,220,31,Chaparral.310 Signature,Sunrise Marine,"Mary Esther, Florida",2015,Request Price,Fiberglass,31,Chaparral 310 Signature Cruiser,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2015,Call for Price,Fiberglass,1
1677759,230,197,32,Regal.3200 Bowrider,Sundance Marine USA,"Jensen Beach, Florida",2016,Request Price,Fiberglass,32,Regal 3200 Bowrider,"Sundance Marine USA
   ","Jensen Beach, FL",2016,Call for Price,Fiberglass,1
1677704,229,204,32,Regal.3200 Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,32,Regal 3200 Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass,1
1677515,226,188,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass,1
1677511,226,184,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass,1
1674584,177,148,32,Monterey.328 Super Sport,Chicago Yacht Works,United States,2013,129990,Fiberglass,32,Monterey 328 Super Sport,"Chicago Yacht Works
   ",United States,2013,129990,Fiberglass,1
1673818,164,149,32,Monterey.328 Super Sport,Glencove Marina,"Lake Ozark, Montana",2016,Request Price,Fiberglass,32,Monterey 328 Super Sport,"Glencove Marina
   ","Lake Ozark, MT",2016,Call for Price,Fiberglass,1
1673097,150,136,33,Chaparral.327 SSX,Plano Marine,"Plano, Texas",2012,148995,Fiberglass,33,Chaparral 327 SSX,"Plano Marine
   ","Plano, TX",2012,148995,Fiberglass,1
1671912,120,120,33,Formula.330 CBR,Lakeside Formula,United States,2017,Request Price,Fiberglass,33,Formula 330 CBR,"Lakeside Formula
   ","MI, United States",2017,Call for Price,Fiberglass,1
1671515,105,113,33,Chaparral.337 SSX,Amity Harbor Marine Inc,"Amityville, New York",2017,Request Price,Fiberglass,33,Chaparral 337 SSX,"Amity Harbor Marine Inc
   ","Amityville, NY",2017,1,Fiberglass,1
1671472,104,109,33,Chaparral.337 SSX,Pennybridge Marine,"Stony Point, New York",2016,Request Price,Fiberglass,33,Chaparral 337 SSX,"Pennybridge Marine
   ","Stony Point, NY",2016,Call for Price,Fiberglass,1
1671269,91,101,34,Sea Ray.340 Sundancer,MarineMax Newport,"Wakefield, Rhode Island",2000,64999,Fiberglass,34,Sea Ray 340 Sundancer,"MarineMax Inc.
   ","Wakefield, RI",2000,64999,Fiberglass,1
1669222,4316,2214,23,Sea Ray.220 Sundeck,Hall Marine Group-Sea Ray of Greenville,United States,2016,Request Price,Fiberglass,23,Sea Ray 230 SLX,"Hall Marine Group
   ",United States,2016,1,Fiberglass,0
1667859,4312,2352,23,Sea Ray.220 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,1,Fiberglass,1
1666737,4309,2352,23,Sea Ray.220 Sundeck,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Fox Chapel Marine
   ","Pittsburgh, PA",2015,1,Fiberglass,1
1643899,4247,2323,23,Triton.225 DC,Norview Marina/Delta Boat Sales,"Deltaville, Virginia",2007,23900,Composite,23,Triton 225 DC,"Norview Marina/Delta Boat Sales
   ","Deltaville, VA",2007,23900,Composite,1
1643527,4246,2325,23,Stingray.230 LX,"Class Sea Yachts, Inc.","Fort Myers, Florida",2006,19500,Fiberglass,23,Stingray 230 LX,"Class Sea Yachts, Inc.
   ","Fort Myers, FL",2006,19500,Fiberglass,1
1624800,4196,2298,23,Chaparral.230 Suncoast,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2016,65586,Fiberglass,23,Chaparral 230 Suncoast,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2016,65586,Fiberglass,1
1620313,4184,2299,23,Chaparral.230 Suncoast,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2017,60994,Fiberglass,23,Chaparral 230 Suncoast,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2017,60994,Fiberglass,1
1609453,4155,2285,23,Yamaha.232 Limited,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2009,22900,Fiberglass,23,Yamaha 232 Limited,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2009,22900,Fiberglass,1
1591386,4107,2170,23,Rinker.236 Captiva,MarineMax Sarasota,"Anna Maria, Florida",2014,44900,Fiberglass,23,Rinker 236 Captiva,"MarineMax Inc.
   ","Anna Maria, FL",2014,44900,Fiberglass,1
1587265,4096,2163,23,Reinell.230 LSE,Boulder Boats,"Henderson, Nevada",2005,16995,Fiberglass,23,Reinell 230 LSE,"Boulder Boats
   ","Henderson, NV",2005,16995,Fiberglass,1
1584650,4089,2166,23,Regal.2300 Regal,Grand Bay Marine,"Traverse City, Michigan",2017,Request Price,Fiberglass,23,Regal 2300 RX Surf,"Grand Bay Marine
   ","Traverse City, MI",2017,Call for Price,Fiberglass,1
1580899,4079,2155,23,Regal.23 OBX,Sundance Marine USA,"Pompano Beach, Florida",2017,Request Price,Fiberglass,23,Regal 23 OBX,"Sundance Marine USA
   ","Pompano Beach, FL",2017,1,Fiberglass,1
1571994,4055,2226,23,Sea Ray.230 Sundeck,Palm City Yachts,"Lananta, Florida",2009,29900,Fiberglass,23,Sea Ray 230 Sundeck,"palm City Yachts
   ","Lananta, FL",2009,29900,Fiberglass,1
1570870,4052,2224,23,Sea Ray.230 Sundeck,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2009,35900,Fiberglass,23,Sea Ray 230 Sundeck,"MarineMax Inc.
   ","Ship Bottom, NJ",2009,35900,Fiberglass,1
1565254,4037,2218,23,Sea Ray.230 SLX,Hall Marine Group,United States,2011,39995,Fiberglass,23,Sea Ray 230 SLX,"Hall Marine Group
   ",United States,2011,39995,Fiberglass,1
1559257,4021,2205,23,Sea Ray.230 SLX,Saba Marine,"Colchester, Vermont",2016,Request Price,Fiberglass,23,Sea Ray 230 SLX,"Saba Marine
   ","Colchester, VT",2016,Call for Price,Fiberglass,1
1558637,4019,2333,23,Sea Ray.230 SLX,Hall Marine Group-Sea Ray of Greenville,United States,2016,Request Price,Fiberglass,23,Sea Ray 220 Sundeck,"Hall Marine Group
   ",United States,2016,,Fiberglass,0
1554805,4009,2241,23,Sea Ray.SLX 230,MarineMax Pompano,"Pompano Beach, Florida",2017,Request Price,Fiberglass,23,Sea Ray SLX 230,"MarineMax Inc.
   ","Osage Beach, MO",2017,Call for Price,Fiberglass,0
1549569,3995,2241,23,Sea Ray.SLX 230,MarineMax Osage Beach,"Osage Beach, Missouri",2017,Request Price,Fiberglass,23,Sea Ray SLX 230,"MarineMax Inc.
   ","Osage Beach, MO",2017,Call for Price,Fiberglass,1
1528526,3939,2142,23,Monterey.,Montauk Yacht Sales,"Long Island, New York",2009,33500,Fiberglass,23,Monterey,"Montauk Yacht Sales
   ","Long Island, NY",2009,33500,Fiberglass,1
1509425,3888,2115,23,Maxum.2300 SR,Boat America,"St. Petersburg, Florida",1999,9900,Fiberglass,23,Maxum 2300 SR,"Boat America
   ","St. Petersburg, FL",1999,9900,Fiberglass,1
1498183,3858,2093,23,Malibu.Wakesetter 23 LSV,Boulder Boats - Arizona,"Mesa, Arizona",2011,61995,Fiberglass,23,Malibu Wakesetter 23 LSV,"Boulder Boats
   ","Mesa, AZ",2011,61995,Fiberglass,1
1490332,3837,2096,23,Malibu.Wakesetter 23 LSV,Boulder Boats,"Henderson, Nevada",2016,96995,Fiberglass,23,Malibu Wakesetter 23 LSV,"Boulder Boats
   ","Henderson, NV",2016,96995,Fiberglass,1
1483992,3820,2114,23,Malibu.Wakesetter 23 LSV,Tilly's Marine - Norco,"Norco, California",2017,Request Price,Fiberglass,23,Malibu Wakesetter 23 LSV,"Tilly's Marine
   ","Norco, CA",2017,Call for Price,Fiberglass,1
1478376,3805,2108,23,Malibu.Wakesetter 23 LSV,Tilly's Marine,"Huntington Beach, California",2017,Request Price,Fiberglass,23,Malibu Wakesetter 23 LSV,"Tilly's Marine
   ","Huntington Beach, CA",2017,Call for Price,Fiberglass,1
1472748,3790,2090,23,Hurricane.Sun Deck 237,Florida Yacht Group,"Tavernier, Florida",2003,16000,Fiberglass,23,Hurricane SD 237,"Florida Yacht Group
   ","Tavernier, FL",2003,16000,Fiberglass,1
1466015,3772,2089,23,Hurricane.SS 231 OB,Sunset Harbor Marina,"Essex, Maryland",2012,34900,Fiberglass,23,Hurricane SS 231 OB,"Sunset Harbor Marina, Inc
   ","Essex, MD",2012,34900,Fiberglass,1
1457390,3749,2066,23,Four Winns.H230RS,Hawk's Yachts Annapolis Office,"EDGEWATER - LIBERTY MARINA, Maryland",2017,Request Price,Fiberglass,23,Four Winns H230RS,"Hawk's Yachts
   ","EDGEWATER - LIBERTY MARINA, MD",2017,Call for Price,Fiberglass,1
1443546,3712,2060,23,Crownline.230 BR,COMPLETE MARINE,"Pompano Beach, Florida",2002,13900,Fiberglass,23,Crownline 230 BR,"COMPLETE MARINE
   ","Pompano Beach, FL",2002,13900,Fiberglass,1
1439053,3700,2055,23,Crownline.230 LS,COMPLETE MARINE,"Pompano Beach, Florida",2011,39900,Fiberglass,23,Crownline 230 LS,"COMPLETE MARINE
   ","Pompano Beach, FL",2011,39900,Fiberglass,1
